accession	taxid	species_name	assembly_level	method	sequencing_technology	submission_date	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50
GCA_024363065.2	311883	Pyrrhura roseifrons	Scaffold	SPAdes v. 2023	Illumina	2021-03-27T16:01:16.540	304437	280065	24716	33759
GCA_036026075.1	357701	Linurgus olivaceus	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:44.037	116010	18489	24698	71762008
GCA_032361105.1	3016858	Microctenopoma lineatum	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.147	78518	49797	24650	19399837
GCA_029814565.1	309866	Pionites melanocephalus	Scaffold	SPAdes v. 2022	Illumina	2021-04-24T11:30:06.686	95573	71040	24479	33723
GCA_041107635.1	1111475	Ellochelon vaigiensis	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.203	137715	94437	24232	25402777
GCA_027479145.1	518695	Accipiter cirrocephalus	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T16:32:03.490	191301	98607	24108	35758010
GCA_041044985.1	182894	Phyllastrephus albigularis	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.887	372891	293512	24056	71962256
GCA_035041345.1	2767975	Poliocrania exsul	Scaffold	SPAdes v. 2023	Illumina	2023-08-21T14:54:04.083	122195	49241	23767	70892538
GCA_024363045.1	1230190	Aratinga maculata	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T16:01:16.366	186732	159392	23732	32771
GCA_049176695.1	1581554	Melanitta americana	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T14:17:04.677	202472	115271	23678	75685444
GCA_026937515.1	321072	Polyboroides typus	Scaffold	SPAdes v. 2022	Illumina	2021-10-11T12:35:04.016	116782	13423	23637	36649426
GCA_046118015.1	2950422	Phalloceros leptokeras	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.310	76395	29845	23583	29780862
GCA_025447955.1	555338	Psilopsiagon aurifrons	Scaffold	SPAdes v. 2022	Illumina	2021-04-03T18:03:17.980	94923	67641	23515	33769
GCA_030323915.1	458118	Brotogeris chrysoptera	Scaffold	SPAdes v. 2023	Illumina	2023-02-03T17:45:12.130	93657	63472	23471	36338
GCA_026284785.1	638628	Eupsittula nana	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T16:01:16.406	259756	230955	23282	32428
GCA_049176555.1	112154	Mormyrops nigricans	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:06.050	124162	73317	23158	25373198
GCA_030265185.1	311886	Pyrrhura eisenmanni	Scaffold	SPAdes v. 2023	Illumina	2022-02-12T17:09:03.083	94297	67724	22645	32419
GCA_041221805.1	137762	Smithornis rufolateralis	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.910	601085	516260	22117	64017836
GCA_049176475.1	1676921	Mormyrops furcidens	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:06.040	121856	69261	21830	25489078
GCA_025447915.1	274059	Trichoglossus euteles	Scaffold	SPAdes v. 2022	Illumina	2021-04-03T18:03:18.003	101003	67986	21771	32766
GCA_033124195.1	1547490	Coracias cyanogaster	Scaffold	SPAdes v. 2023	Illumina	2021-01-28T12:49:10.137	154283	92101	21473	58543
GCA_035047285.1	280046	Serinus syriacus	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:44.773	145382	72176	21437	35841974
GCA_027580135.1	2906790	Nisaetus floris	Scaffold	SPAdes v. 2022	Illumina	2022-03-22T08:34:04.903	140481	23008	21201	36940761
GCA_032270685.1	3016805	Microctenopoma stevenorrisi	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.330	322831	291401	21191	17720003
GCA_028565055.1	113189	Phoeniculus purpureus	Scaffold	SPAdes v. 2022	Illumina	2021-01-28T12:33:28.550	129810	91864	21039	18627729
GCA_027479285.1	387801	Accipiter novaehollandiae	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T17:15:05.740	328242	210708	21023	33452253
GCA_026413205.1	2918857	Pyrrhura chapmani	Scaffold	SPAdes v. 2022	Illumina	2022-08-06T10:29:04.583	105723	73889	20916	31058
GCA_026284485.1	231027	Aratinga jandaya	Scaffold	SPAdes v. 2021	Illumina	2020-11-11T13:32:05.290	301538	240619	20684	36695
GCA_040967715.1	543872	Otus senegalensis	Scaffold	SPAdes v. 2024	Illumina	2024-05-02T08:54:04.533	135871	39608	20448	86245389
GCA_041221775.1	1743266	Eurillas virens	Scaffold	SPAdes v. 2024	Illumina	2024-06-08T15:51:04.630	456348	368873	20448	72068559
GCA_032359435.1	1772007	Enteromius unitaeniatus	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.237	70696	29904	20260	18059366
GCA_026284505.1	51904	Deroptyus accipitrinus	Scaffold	SPAdes v. 2022	Illumina	2022-02-12T17:12:04.120	328158	293449	20159	30076
GCA_027475505.1	518698	Melierax poliopterus	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T11:51:03.773	133466	8398	20053	36402184
GCA_040967815.1	1540926	Vireo osburni	Scaffold	SPAdes v. 2024	Illumina	2024-05-08T13:21:09.937	140313	48483	19894	73518483
GCA_037176925.1	1161369	Amniataba percoides	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.300	75357	22535	19500	23735783
GCA_034782695.1	321090	Aquila gurneyi	Scaffold	SPAdes v. 2023	Illumina	2023-08-13T15:56:03.837	106827	5303	19386	34372342
GCA_026284685.1	867384	Aratinga auricapillus	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T16:01:16.350	200932	161266	19308	29227
GCA_044473165.1	864816	Trachylepis maculilabris	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:31:04.163	162856	125643	19265	11158936
GCA_024361765.2	867391	Psittacara wagleri	Scaffold	SPAdes v. 2023	Illumina	2021-03-27T16:01:16.460	507100	469553	19079	28268
GCA_034782355.1	244077	Amazona kawalli	Scaffold	SPAdes v. 2023	Illumina	2023-08-16T16:53:04.327	103372	68054	18960	30297
GCA_031763625.1	152276	Amazona oratrix	Scaffold	SPAdes v. 2023	Illumina	2021-04-24T11:16:05.440	109718	70910	18931	30463
GCA_047292195.1	302528	Tockus flavirostris	Scaffold	SPAdes v. 2024	Illumina	2024-10-25T08:28:05.063	191723	79040	18770	28184234
GCA_025727695.1	52778	Ciconia stormi	Scaffold	SPAdes v. 2021	Illumina	2020-04-02T09:34:04.166	114085	8031	18740	84579148
GCA_031763935.1	241578	Amazona finschi	Scaffold	SPAdes v. 2023	Illumina	2023-03-06T11:17:03.590	117765	76158	18572	30109
GCA_046118195.1	417478	Pamphorichthys hollandi	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.353	80615	29306	18476	26963907
GCA_026283805.1	136503	Psittacara mitratus	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T16:01:16.446	224849	175727	18409	28687
GCA_046118035.1	3109957	Phalloceros titthos	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.327	109846	38287	18248	29583851
GCA_047032895.1	461328	Morelia carinata	Scaffold	SPAdes v. 2024	Illumina	2024-12-16T15:57:37.253	142844	115909	18247	27810
GCA_031762375.1	1549155	Poicephalus rueppellii	Scaffold	SPAdes v. 2023	Illumina	2022-12-24T15:12:22.557	141397	89855	18134	29835
GCA_040967475.1	81905	Megascops asio	Scaffold	SPAdes v. 2024	Illumina	2022-03-11T11:11:19.720	164755	64237	17888	86120851
GCA_025629965.1	114435	Cyanoramphus novaezelandiae	Scaffold	SPAdes v. 2022	Illumina	2021-04-03T18:03:17.870	132179	81631	17849	32132
GCA_041296105.1	3121595	Otus nigrorum	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.393	343763	232477	17786	44373837
GCA_041107955.1	57662	Sula sula	Scaffold	SPAdes v. 2024	Illumina	2024-04-30T18:09:05.917	594303	460396	17682	65573805
GCA_026283615.1	244084	Amazona vinacea	Scaffold	SPAdes v. 2022	Illumina	2022-08-08T18:25:04.096	119032	75846	17550	29404
GCA_028566035.1	664254	Kryptolebias ocellatus	Scaffold	SPAdes v. 2022	Illumina	2022-01-31T17:54:03.203	84389	18658	17500	26756405
GCA_041108355.1	56277	Otus mirus	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.253	522619	428087	17472	41505694
GCA_043090785.1	1433128	Aspidoscelis angusticeps	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T12:24:04.070	674724	644684	17441	31166
GCA_041107835.1	3149759	Deleornis axillaris	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T13:54:24.480	132623	29292	17402	71416307
GCA_026283765.1	176047	Psephotus haematonotus	Scaffold	SPAdes v. 2021	Illumina	2021-04-24T12:01:03.930	176691	124697	17398	28834
GCA_034779775.1	1911124	Enteromius afrohamiltoni	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.340	80391	34073	17259	19689655
GCA_040967095.1	182883	Criniger calurus	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T13:54:24.557	141960	41374	17254	71673111
GCA_026284805.1	309841	Rhynchopsitta pachyrhyncha	Scaffold	SPAdes v. 2021	Illumina	2020-06-18T11:52:04.150	211305	163594	17108	27407
GCA_024733695.1	178883	Ara severus	Scaffold	SPAdes v. 2021	Illumina	2022-02-02T13:02:03.586	182142	142594	17040	27596
GCA_026284745.2	178892	Primolius auricollis	Scaffold	SPAdes v. 2023	Illumina	2021-03-27T16:01:16.420	682352	642395	16924	26108
GCA_034782675.1	52649	Haliaeetus vocifer	Scaffold	SPAdes v. 2023	Illumina	2023-08-13T19:16:04.337	124815	6876	16891	36585788
GCA_026283705.1	867386	Psittacara chloropterus	Scaffold	SPAdes v. 2021	Illumina	2021-05-30T19:22:24.616	226463	172345	16872	27189
GCA_036873795.1	48702	Poecilia velifera	Scaffold	SPAdes v. 2023	Illumina	2023-09-25T19:09:09.856	501362	447560	16796	25297968
GCA_028566055.1	2676245	Hypoplectrus randallorum	Scaffold	SPAdes v. 2022	Illumina	2021-10-16T08:37:03.273	77103	29382	16708	24156648
GCA_024320895.1	867390	Psittacara holochlorus	Scaffold	SPAdes v. 2021	Illumina	2021-03-27T16:01:16.433	190244	143821	16610	26733
GCA_025629885.1	471714	Lorius chlorocercus	Scaffold	SPAdes v. 2022	Illumina	2021-04-24T10:24:04.393	117481	72181	16182	27886
GCA_028565975.1	1843369	Kryptolebias gracilis	Scaffold	SPAdes v. 2022	Illumina	2022-01-31T17:39:03.216	86589	21845	16093	26911286
GCA_035584275.1	37289	Gambusia yucatana	Scaffold	SPAdes v. 2023	Illumina	2023-09-25T18:43:07.720	90159	16457	15979	28106934
GCA_034783155.1	60466	Agapornis personatus	Scaffold	SPAdes v. 2023	Illumina	2023-07-23T12:26:04.267	146778	86635	15928	27927
GCA_025629925.1	504068	Platycercus adscitus	Scaffold	SPAdes v. 2022	Illumina	2021-04-24T10:00:05.270	147601	80438	15927	31555
GCA_046118095.1	3109955	Phalloceros megapolos	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.297	119046	38183	15471	29546512
GCA_041221845.1	34945	Vireo gilvus	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T10:16:04.200	604297	486373	15398	63684622
GCA_034779995.1	3029101	Parotocinclus haroldoi	Scaffold	SPAdes v. 2023	Illumina	2023-07-18T19:21:10.950	103960	99456	15384	15959
GCA_048321235.1	198027	Melanitta nigra	Scaffold	SPAdes v. 2025	Illumina	2025-02-01T14:17:04.492	178307	48661	15383	76014426
GCA_043658215.1	34949	Vireo philadelphicus	Scaffold	SPAdes v. 2024	Illumina	2022-03-11T11:11:19.917	567777	463853	15284	72798915
GCA_049176535.1	1881174	Mormyrops sirenoides	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:06.057	151111	78559	14956	25516055
GCA_037176975.1	159452	Arrhamphus sclerolepis	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:05.970	140359	118343	14693	37777
GCA_047292235.1	390479	Malapterurus beninensis	Scaffold	SPAdes v. 2024	Illumina	2024-12-26T13:12:04.100	86999	33498	14664	21707371
GCA_049176655.1	3043742	Pareutropius longifilis	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.200	129998	73659	14638	21205973
GCA_026770055.1	2767950	Myrmophylax atrothorax	Scaffold	SPAdes v. 2022	Illumina	2022-03-11T14:24:31.726	142901	47690	14568	63798199
GCA_028564865.1	1311506	Zenarchopterus dispar	Scaffold	SPAdes v. 2022	Illumina	2022-05-18T15:54:05.416	107443	69922	14430	11651686
GCA_037367275.1	1431507	Coranthus polyacanthus	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T16:04:04.030	80105	22441	14430	24597955
GCA_025727915.1	427539	Macheiramphus alcinus	Scaffold	SPAdes v. 2021	Illumina	2022-02-05T16:59:03.300	164490	11026	14262	37279510
GCA_034780415.1	1434124	Cichlasoma orientale	Scaffold	SPAdes v. 2023	Illumina	2023-07-18T17:53:42.760	123002	61610	14228	382604
GCA_036873005.1	54773	Spinus tristis	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T09:12:45.387	199084	13843	14221	72550393
GCA_027579975.1	39789	Ciconia abdimii	Scaffold	SPAdes v. 2021	Illumina	2020-04-02T08:56:05.390	149470	9174	14209	84694584
GCA_031001705.1	129332	Simalia tracyae	Scaffold	SPAdes v. 2023	Illumina	2023-02-03T15:15:16.243	168787	67984	14047	67349691
GCA_046269445.1	3240758	Neoniphon suborbitalis	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.103	127209	61046	13938	26098890
GCA_038406155.1	311891	Pyrrhura leucotis	Scaffold	SPAdes v. 2024	Illumina	2024-03-25T18:01:04.627	673529	612349	13897	23876
GCA_040967535.1	126860	Otus lempiji	Scaffold	SPAdes v. 2024	Illumina	2024-04-30T18:18:15.953	157316	33946	13859	87701373
GCA_049180875.1	665440	Pterochromis congicus	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:06.313	204726	155343	13829	342711
GCA_025448015.1	211877	Bolborhynchus lineola	Scaffold	SPAdes v. 2022	Illumina	2021-04-03T18:03:17.783	181778	101365	13775	26471
GCA_035047045.1	34948	Vireo griseus	Scaffold	SPAdes v. 2023	Illumina	2022-03-11T11:11:19.903	211932	74211	13761	73000663
GCA_049180575.1	535700	Petrocephalus binotatus	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:06.197	303687	235799	13701	23516914
GCA_036873685.1	60462	Agapornis canus	Scaffold	SPAdes v. 2024	Illumina	2023-07-23T12:19:03.853	139016	77046	13663	26904
GCA_040967915.1	381870	Indicator exilis	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T13:54:24.447	859470	740562	13544	26763188
GCA_050573475.1	1045541	Ambassis buruensis	Scaffold	SPAdes v. 2025	Illumina	2025-01-30T09:59:04.240	206982	155513	13505	19957730
GCA_043090965.1	323738	Trachylepis brevicollis	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.703	330088	278407	13447	32277
GCA_032359235.1	137035	Enteromius mattozi	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.170	131546	73970	13425	19070213
GCA_025629905.1	274062	Lorius lory	Scaffold	SPAdes v. 202	Illumina	2021-04-03T18:03:17.930	223652	165191	13341	25335
GCA_044758255.1	714938	Megascops albogularis	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.377	467288	343338	13305	56622917
GCA_046118415.1	101697	Chelonoidis denticulatus	Scaffold	SPAdes v. 2024	Illumina	2024-10-31T15:00:10.857	272545	263351	13271	13835
GCA_032353835.1	1705806	Enteromius viviparus	Scaffold	SPAdes v. 2023	Illumina	2023-05-23T19:32:08.453	95630	49004	13151	12667245
GCA_046118115.1	756475	Phalloceros reisi	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.233	151123	63818	13145	27675526
GCA_032275025.1	2890841	Enteromius treurensis	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.310	97922	45022	13061	19730040
GCA_032357475.1	1913186	Enteromius thamalakanensis	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.257	98882	46587	13038	19724722
GCA_024363085.1	1549147	Eos semilarvata	Scaffold	SPAdes v. 2021	Illumina	2020-06-18T11:46:04.233	207722	126226	13006	25275
GCA_027497835.1	387793	Accipiter erythropus	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.406	272687	111271	12968	36182379
GCA_030014325.1	2969112	Parauchenoglanis pantherinus	Scaffold	SPAdes v. 2023	Illumina	2023-01-02T12:14:14.966	107628	54946	12922	21967954
GCA_035222435.1	2696969	Microcambeva ribeirae	Scaffold	SPAdes v. 2023	Illumina	2023-09-13T12:34:05.693	1428479	1281735	12882	29304
GCA_046269605.1	2202409	Latastia doriai	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.153	251690	211615	12848	25885
GCA_026284725.1	752200	Eupsittula canicularis	Scaffold	SPAdes v. 2021	Illumina	2020-11-11T12:55:05.133	354455	294613	12819	23460
GCA_049181195.1	3358861	Paradoxoglanis caudivittatus	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.120	169410	110955	12657	21874383
GCA_043090985.1	1247901	Acanthocercus cyanogaster	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.270	630548	583104	12629	19844
GCA_037177495.1	262101	Rhadinocentrus ornatus	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.193	117465	35148	12620	32368829
GCA_043656535.1	355654	Trachylepis striata	Scaffold	SPAdes v. 2024	Illumina	2024-09-05T11:04:04.393	674804	632691	12469	22087
GCA_032164315.1	2887288	Malacoctenus gilli	Scaffold	SPAdes v. 2023	Illumina	2023-05-31T10:09:17.337	78933	34694	12447	17234395
GCA_046118075.1	3118904	Phalloceros maldonadoi	Scaffold	SPAdes v. 2024	Illumina	2024-08-24T08:08:04.250	124724	36551	12426	29637828
GCA_043658175.1	81621	Vireo flavifrons	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.300	598669	464246	12407	53859835
GCA_032357445.1	1795297	Enteromius radiatus	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.277	98133	42415	12389	18726378
GCA_047404255.1	392539	Sphyraena obtusata	Scaffold	SPAdes v. 2024	Illumina	2024-12-26T13:59:03.990	140885	106715	12344	42870
GCA_037177355.1	39406	Melanotaenia trifasciata	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.173	140218	37503	12206	32608281
GCA_030323895.1	2650614	Heteromormyrus pauciradiatus	Scaffold	SPAdes v. 2023	Illumina	2023-02-03T18:27:04.500	113244	28009	12183	24969006
GCA_044758505.1	260652	Rhinoclemmys areolata	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:26:04.490	526273	298617	12160	117835617
GCA_034780135.1	30734	Jordanella pulchra	Scaffold	SPAdes v. 2023	Illumina	2023-07-18T18:26:40.540	136264	123752	12132	14266
GCA_041107975.1	240724	Pogoniulus atroflavus	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T13:54:24.457	580849	490390	12091	20032015
GCA_029783645.1	390315	Ctenochaetus hawaiiensis	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.406	104305	46283	12045	24196645
GCA_026153235.1	345746	Morphnarchus princeps	Scaffold	SPAdes v. 2022	Illumina	2022-03-11T14:24:31.713	167973	10158	11998	36903182
GCA_049176515.1	1104227	Malapterurus microstoma	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:05.943	172356	110494	11956	21993545
GCA_043090795.1	449387	Coleonyx elegans	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.477	328205	284641	11825	16266
GCA_046039615.1	141837	Cacatua haematuropygia	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.340	1205031	974062	11740	21423
GCA_034782615.1	223773	Geranoaetus melanoleucus	Scaffold	SPAdes v. 2023	Illumina	2023-08-16T15:44:04.720	167852	8304	11691	36739369
GCA_047292295.1	1431516	Taeniamia biguttata	Scaffold	SPAdes v. 2024	Illumina	2024-12-26T13:56:04.457	157113	56345	11639	41607954
GCA_032359785.1	226933	Heteromormyrus szaboi	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.373	128459	40979	11585	24625897
GCA_032359395.1	117133	Enteromius anoplus	Scaffold	SPAdes v. 2023	Illumina	2023-01-01T10:35:19.320	137270	76721	11575	18389162
GCA_049180755.1	2485720	Coptodon congicus	Scaffold	SPAdes v. 2025	Illumina	2024-10-20T14:13:05.433	467567	419838	11460	238825
GCA_044007755.1	711054	Ictalurus balsanus	Scaffold	SPAdes v. 2024	Illumina	2024-08-04T10:42:06.080	439057	331909	11362	25794195
GCA_040967055.1	207748	Ramphastos swainsonii	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:04.040	209700	67972	11237	35197318
GCA_036919955.1	120799	Melanotaenia pygmaea	Scaffold	SPAdes v. 2024	Illumina	2023-12-02T11:12:06.147	130482	27316	11178	32040781
GCA_046270865.1	1241320	Acanthocercus annectans	Scaffold	SPAdes v. 2024	Illumina	2024-09-16T14:33:04.433	688691	624685	11171	18161
GCA_049181495.1	3363169	Siluranodon auritus	Scaffold	SPAdes v. 2025	Illumina	2025-01-31T12:03:04.330	287678	235332	11169	19186883
GCA_037974365.1	304019	Hydrocynus forskahlii	Scaffold	SPAdes v. 2024	Illumina	2024-02-27T09:19:04.567	175758	131366	11165	16221220
GCA_025762485.1	222834	Hypoplectrus indigo	Scaffold	SPAdes v. 2021	Illumina	2021-10-16T09:01:03.296	123370	53955	11143	23741282
GCA_025629865.1	309862	Cyanoliseus patagonus	Scaffold	SPAdes v. 2022	Illumina	2021-04-24T11:25:05.526	173025	98728	11117	23079
GCA_044758235.1	1740169	Megascops ingens	Scaffold	SPAdes v. 2024	Illumina	2024-06-09T11:23:04.367	870539	732440	11095	36759651
GCA_026546735.1	940466	Forbesichthys agassizii	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:18.770	98174	83389	11033	14101
GCA_027564635.1	1050218	Typhlichthys eigenmanni	Scaffold	SPAdes v. 2021	Illumina	2021-07-14T10:22:19.043	98649	86254	11024	13669
GCA_024363185.1	2868207	Accipiter hiogaster	Scaffold	SPAdes v. 2022	Illumina	2021-10-29T18:47:26.436	318019	105681	10998	36339272
GCA_043090905.1	3102984	Panaspis annettesabinae	Scaffold	SPAdes v. 2024	Illumina	2024-08-15T08:31:04.630	444623	397272	10951	18085
GCA_044758585.1	543285	Cyanomitra olivacea	Scaffold	SPAdes v. 2024	Illumina	2024-09-22T07:12:04.197	506695	312382	10942	71634970
GCA_040496115.1	240741	Ramphastos ariel	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:03.973	218404	74167	10897	34524977
GCA_031762555.1	44698	Cynodonichthys magdalenae	Scaffold	SPAdes v. 2023	Illumina	2023-04-04T10:05:03.883	135795	84842	10820	22337073
GCA_029783665.1	238065	Naso thynnoides	Scaffold	SPAdes v. 2022	Illumina	2022-12-19T12:59:03.443	115899	48033	10796	26907042
GCA_027479025.1	387800	Accipiter melanoleucus	Scaffold	SPAdes v. 2021	Illumina	2021-10-08T15:41:03.526	450416	254994	10779	33942039
GCA_043090945.1	43620	Sceloporus chrysostictus	Scaffold	SPAdes v. 2024	Illumina	2024-07-22T15:33:04.347	486855	378652	10734	157335117
GCA_050573655.1	326433	Anablepsoides urophthalmus	Scaffold	SPAdes v. 2025	Illumina	2025-04-10T11:26:04.603	557069	509013	10721	21175671
GCA_040967585.1	2778878	Cyanoramphus saisseti	Scaffold	SPAdes v. 2024	Illumina	2024-05-02T10:32:03.580	203794	107528	10712	23407
GCA_046269685.1	2201893	Acanthocercus guentherpetersi	Scaffold	SPAdes v. 2024	Illumina	2024-09-30T15:28:04.083	372597	323334	10616	15720
GCA_037367295.1	638297	Apogon hyalosoma	Scaffold	SPAdes v. 2022	Illumina	2022-11-02T15:11:03.773	168358	76113	10562	35462944
GCA_040966935.1	91781	Ramphastos cuvieri	Scaffold	SPAdes v. 2024	Illumina	2024-03-17T16:40:04.017	249311	102120	10518	32270190
GCA_030014195.1	2943270	Neosilurus mollespiculum	Scaffold	SPAdes v. 2022	Illumina	2023-01-19T08:46:05.263	152730	65168	10515	35182741
