accession	contig_n50	scaffold_n50	compleasm_complete	compleasm_single	compleasm_dup	compleasm_retro	compleasm_fragmented	compleasm_missing	compleasm_frameshift	project	type	seq
015112055	7280	14809	2242	2235	7	0	907	227	87	Other	Other	Illumina
015112075	8530	17162	2282	2271	10	1	845	253	76	Other	Other	Illumina
015112095	7755	15826	2298	2288	10	0	847	233	95	Other	Other	Illumina
015112335	156076	32754590	3359	3310	14	35	23	8	58	Other	Other	Illumina
015112355	149332	48550166	3356	3308	13	35	25	8	59	Other	Other	Illumina
015112375	3614	5860	1617	1609	8	0	1224	518	85	Other	Other	Illumina
015112395	7272	16685	2371	2365	6	0	793	219	74	Other	Other	Illumina
015112415	3079	3962	1049	1046	3	0	1531	773	66	Other	Other	Illumina
015112455	6448	19645	2345	2335	10	0	825	206	182	Other	Other	Illumina
015112475	9625	20533	2484	2474	8	2	712	188	89	Other	Other	Illumina
015112495	7078	16542	2301	2292	8	1	827	246	137	Other	Other	Illumina
015112515	10914	24026	2523	2516	7	0	699	157	81	Other	Other	Illumina
015112535	7512	21305	2426	2415	10	1	756	198	154	Other	Other	Illumina
015112555	7694	18014	2358	2346	12	0	780	243	134	Other	Other	Illumina
015112575	6783	16354	2296	2292	4	0	836	242	142	Other	Other	Illumina
015112595	6211	15293	2217	2205	12	0	896	261	164	Other	Other	Illumina
015112615	7777	17297	2347	2335	11	1	811	223	128	Other	Other	Illumina
015112635	7798	17759	2334	2327	6	1	816	229	110	Other	Other	Illumina
015112655	6737	16132	2298	2290	8	0	839	230	187	Other	Other	Illumina
015112675	6954	13978	2202	2194	8	0	908	262	123	Other	Other	Illumina
015112695	6115	18896	2332	2324	8	0	843	208	174	Other	Other	Illumina
015112775	6472	19553	2343	2336	7	0	813	225	154	Other	Other	Illumina
015112875	167946	38407603	3357	3311	11	35	25	8	53	Other	Other	Illumina
015112895	181708	39722987	3359	3302	19	38	25	6	65	Other	Other	Illumina
015112915	163628	35369270	3367	3317	14	36	17	5	61	Other	Other	Illumina
015112995	5687	11777	2033	2021	11	1	1020	319	175	Other	Other	Illumina
015113015	9731	18817	2404	2396	8	0	768	203	87	Other	Other	Illumina
015113035	2961	3529	986	985	1	0	1613	759	55	Other	Other	Illumina
015113055	9968	20539	2417	2406	9	2	761	208	115	Other	Other	Illumina
015113075	5093	10194	2016	2006	9	1	1041	314	70	Other	Other	Illumina
015113095	9827	22037	2470	2457	13	0	740	171	102	Other	Other	Illumina
015113115	6409	14322	2118	2109	9	0	988	264	146	Other	Other	Illumina
015113135	6132	13449	2108	2097	11	0	977	288	153	Other	Other	Illumina
015113155	7573	20442	2412	2404	8	0	784	180	136	Other	Other	Illumina
015113175	9063	16370	2350	2336	13	1	823	206	88	Other	Other	Illumina
015113195	7012	19935	2388	2379	9	0	790	197	152	Other	Other	Illumina
015113215	9021	19653	2423	2416	6	1	776	180	67	Other	Other	Illumina
015113235	6343	15380	2257	2245	12	0	871	245	120	Other	Other	Illumina
015113255	8310	17260	2337	2328	9	0	813	225	87	Other	Other	Illumina
015113275	8519	17208	2305	2294	11	0	847	230	80	Other	Other	Illumina
015113295	6436	19929	2386	2375	11	0	792	198	169	Other	Other	Illumina
015113315	5758	14942	2244	2234	10	0	862	265	171	Other	Other	Illumina
015117975	173788	59231421	3352	3307	8	37	27	10	55	Other	Other	Illumina
015118035	8469	16698	2342	2331	10	1	826	212	122	Other	Other	Illumina
015119075	153376	44262501	3361	3315	11	35	21	6	59	Other	Other	Illumina
015119085	176818	38584252	3359	3306	19	34	21	8	60	Other	Other	Illumina
015119835	181256	40253908	3360	3312	12	36	22	8	63	Other	Other	Illumina
015119855	161435	39155768	3363	3314	14	35	21	5	73	Other	Other	Illumina
015119865	153035	44628372	3354	3304	13	37	28	8	57	Other	Other	Illumina
015120235	166196	39491798	3359	3312	9	38	25	6	53	Other	Other	Illumina
015120605	159936	34931467	3368	3319	13	36	15	7	56	Other	Other	Illumina
015120625	168552	58927053	3358	3310	14	34	24	8	64	Other	Other	Illumina
015120635	159897	36063915	3355	3312	8	35	28	7	62	Other	Other	Illumina
015121425	162494	79651958	3356	3307	14	35	26	7	61	Other	Other	Illumina
015121455	147312	45111125	3364	3315	14	35	19	6	63	Other	Other	Illumina
015121525	159990	50496515	3359	3305	19	35	19	9	68	Other	Other	Illumina
015121585	179242	39374928	3356	3309	10	37	28	6	59	Other	Other	Illumina
015121625	158657	55818604	3358	3306	17	35	25	6	57	Other	Other	Illumina
015121665	174842	30910346	3348	3294	18	36	31	10	59	Other	Other	Illumina
015121685	163827	51091768	3356	3304	15	37	29	3	61	Other	Other	Illumina
015121695	153407	59066358	3355	3309	11	35	30	5	63	Other	Other	Illumina
015121725	169812	33663930	3352	3302	14	36	27	10	58	Other	Other	Illumina
015121825	178989	44824309	3357	3313	8	36	26	7	57	Other	Other	Illumina
015121865	171504	33921932	3358	3303	19	36	21	10	62	Other	Other	Illumina
015121905	182389	36209120	3360	3311	15	34	22	5	56	Other	Other	Illumina
015121925	195249	26456670	3357	3304	14	39	25	7	63	Other	Other	Illumina
015121975	157460	56679351	3348	3297	15	36	35	7	61	Other	Other	Illumina
015124455	183734	24946616	3361	3313	13	35	25	4	59	Other	Other	Illumina
015124505	186007	38122027	3352	3304	11	37	27	10	63	Other	Other	Illumina
015124935	186502	45585257	3362	3310	16	36	19	8	53	Other	Other	Illumina
015125015	99348	31280262	3219	3171	12	36	121	47	94	Other	Other	Illumina
015125335	182626	34570863	3353	3301	15	37	32	4	49	Other	Other	Illumina
015125395	150413	46081011	3355	3281	39	35	26	7	58	Other	Other	Illumina
015125415	173807	34450898	3355	3307	15	33	28	7	62	Other	Other	Illumina
015125435	183473	32574763	3354	3312	6	36	26	9	55	Other	Other	Illumina
015125915	157261	55314708	3354	3302	16	36	27	8	60	Other	Other	Illumina
015126315	190866	20091767	3354	3303	16	35	29	6	58	Other	Other	Illumina
015126335	192287	31317205	3355	3314	9	32	30	5	60	Other	Other	Illumina
015126875	158371	49894688	3362	3317	9	36	21	6	62	Other	Other	Illumina
015126895	190788	30111734	3357	3313	10	34	23	9	74	Other	Other	Illumina
015126935	189547	15820864	3343	3289	18	36	37	10	69	Other	Other	Illumina
015127365	191827	26187400	3355	3304	14	37	26	8	64	Other	Other	Illumina
015128225	170770	45775076	3360	3311	11	38	27	3	54	Other	Other	Illumina
015128265	195614	31215579	3361	3312	16	33	26	3	60	Other	Other	Illumina
015128285	189192	26665891	3349	3296	17	36	29	11	59	Other	Other	Illumina
015128765	139673	43369916	3335	3284	14	37	41	14	61	Other	Other	Illumina
015128785	177309	39700071	3365	3313	15	37	20	5	68	Other	Other	Illumina
015128845	194930	26911446	3355	3309	12	34	32	3	57	Other	Other	Illumina
015128905	167335	41673219	3361	3309	15	37	24	4	76	Other	Other	Illumina
015128925	166933	40933580	3361	3307	17	37	22	7	64	Other	Other	Illumina
015128985	196406	22023103	3361	3315	11	35	19	8	76	Other	Other	Illumina
015129005	180208	28673149	3356	3313	9	34	27	6	61	Other	Other	Illumina
015129065	194417	27119680	3359	3307	18	34	22	7	63	Other	Other	Illumina
015129105	194470	32463204	3357	3304	17	36	26	7	58	Other	Other	Illumina
015129145	182447	37457361	3356	3307	14	35	24	9	51	Other	Other	Illumina
015129205	194877	25631099	3355	3297	20	38	23	10	59	Other	Other	Illumina
015129255	169231	38675725	3359	3313	8	38	26	5	60	Other	Other	Illumina
015129315	181298	39200011	3366	3322	9	35	18	5	65	Other	Other	Illumina
015129335	177102	38242452	3361	3312	13	36	21	7	59	Other	Other	Illumina
015129375	182966	35171365	3363	3315	10	38	22	4	60	Other	Other	Illumina
015129415	181956	34636279	3363	3314	12	37	20	5	63	Other	Other	Illumina
015129455	181749	24987701	3355	3302	17	36	28	6	65	Other	Other	Illumina
015129515	178988	45261138	3359	3314	8	37	22	7	55	Other	Other	Illumina
015129535	179186	36278116	3360	3314	10	36	26	3	58	Other	Other	Illumina
015129575	182052	37951308	3359	3309	14	36	26	4	62	Other	Other	Illumina
015129635	177032	39844699	3361	3313	12	36	21	6	57	Other	Other	Illumina
015129655	181768	39397452	3355	3308	11	36	25	9	63	Other	Other	Illumina
015129715	183573	25127909	3350	3292	23	35	35	5	71	Other	Other	Illumina
015129725	176781	38667500	3358	3308	14	36	20	11	59	Other	Other	Illumina
015129775	175952	38022605	3358	3306	14	38	24	7	62	Other	Other	Illumina
015143175	170258	27174139	3360	3312	14	34	23	7	52	Other	Other	Illumina
015143195	165533	37949955	3359	3312	12	35	23	8	57	Other	Other	Illumina
015143215	164677	48726488	3358	3311	11	36	21	9	61	Other	Other	Illumina
015143235	155572	48577817	3356	3310	12	34	26	7	58	Other	Other	Illumina
015143255	125860	44841351	3330	3280	13	37	47	13	75	Other	Other	Illumina
015143275	181575	44544189	3366	3318	11	37	17	6	60	Other	Other	Illumina
015143305	180369	25834915	3349	3293	19	37	33	7	59	Other	Other	Illumina
015143765	101135	23730519	3351	3300	16	35	28	11	66	Other	Other	Illumina
015143785	97564	25672575	3349	3298	16	35	30	10	72	Other	Other	Illumina
015143805	104284	21003901	3338	3294	13	31	42	8	59	Other	Other	Illumina
015143825	94756	20764399	3344	3298	13	33	34	11	67	Other	Other	Illumina
015143845	101896	27826823	3347	3297	14	36	34	9	61	Other	Other	Illumina
015143865	99946	26451166	3342	3290	16	36	34	14	55	Other	Other	Illumina
015143885	102960	27031677	3355	3307	12	36	30	5	65	Other	Other	Illumina
015143905	106731	26550341	3349	3305	9	35	31	10	64	Other	Other	Illumina
015143925	86958	19347138	3345	3298	13	34	39	6	70	Other	Other	Illumina
015143945	92284	26342535	3337	3284	17	36	44	9	77	Other	Other	Illumina
015143965	91171	17385211	3331	3274	20	37	53	6	71	Other	Other	Illumina
015143985	95574	29315410	3345	3297	11	37	35	8	58	Other	Other	Illumina
015144005	102914	26298439	3345	3294	16	35	35	9	66	Other	Other	Illumina
015144015	99324	30086307	3350	3304	12	34	27	11	65	Other	Other	Illumina
015144045	165987	32907838	3356	3244	78	34	28	5	59	Other	Other	Illumina
015144085	165461	35123699	3357	3273	50	34	25	8	58	Other	Other	Illumina
015144105	138586	38656602	3353	3237	82	34	28	8	55	Other	Other	Illumina
015144125	169057	27503422	3356	3115	207	34	23	9	59	Other	Other	Illumina
015144145	175975	48218006	3357	3155	166	36	26	5	53	Other	Other	Illumina
015144165	19199	36819	1995	1912	56	27	1068	308	233	Other	Other	Illumina
015144185	166170	24508802	3355	3278	42	35	29	6	67	Other	Other	Illumina
015144205	99055	3303603	3285	3219	31	35	83	20	68	Other	Other	Illumina
015144225	175068	45746764	3357	3239	84	34	24	8	60	Other	Other	Illumina
015144245	173199	32669022	3353	3294	23	36	25	10	64	Other	Other	Illumina
015144265	119578	38216895	3339	3116	194	29	40	10	62	Other	Other	Illumina
015144285	168175	36495059	3357	3286	35	36	28	5	57	Other	Other	Illumina
015144305	163349	32570478	3352	3287	31	34	30	7	62	Other	Other	Illumina
015144325	164198	28857084	3350	3280	32	38	30	10	68	Other	Other	Illumina
015144615	104892	24918051	3348	3301	10	37	31	11	63	Other	Other	Illumina
015144665	160993	25280775	3352	3286	32	34	33	5	57	Other	Other	Illumina
015144705	169707	41100896	3353	3286	35	32	29	6	55	Other	Other	Illumina
015145005	101132	25986070	3355	3304	15	36	26	8	60	Other	Other	Illumina
015145025	87955	21530603	3343	3296	12	35	38	8	70	Other	Other	Illumina
015145045	96202	30247411	3352	3307	9	36	28	9	62	Other	Other	Illumina
015145085	90581	25836622	3346	3299	12	35	38	6	65	Other	Other	Illumina
015145125	171766	26503314	3361	3270	55	36	22	5	69	Other	Other	Illumina
015145165	151382	41029320	3351	2759	563	29	32	7	64	Other	Other	Illumina
015145185	90263	5696092	3299	3221	42	36	66	22	62	Other	Other	Illumina
015145205	161293	34605713	3357	3184	139	34	26	7	65	Other	Other	Illumina
015145225	122174	32603445	3351	3124	196	31	30	9	59	Other	Other	Illumina
015145245	110083	56667237	3333	3284	14	35	45	12	60	Other	Other	Illumina
015145265	115867	39465765	3349	2975	344	30	35	5	57	Other	Other	Illumina
015145285	122427	27946775	3345	3130	186	29	35	9	61	Other	Other	Illumina
015145305	112163	38497240	3344	2871	443	30	37	9	59	Other	Other	Illumina
015145325	121960	28594780	3357	2986	338	33	25	6	61	Other	Other	Illumina
015145365	165051	29093226	3360	3233	93	34	28	2	63	Other	Other	Illumina
015145405	166660	32293630	3359	3298	28	33	23	8	60	Other	Other	Illumina
015145705	115672	32613483	3349	3030	283	36	30	9	75	Other	Other	Illumina
015145775	157198	28920439	3361	3111	219	31	25	3	60	Other	Other	Illumina
015145795	123040	39391847	3350	3308	8	34	34	6	64	Other	Other	Illumina
015145815	112030	29682483	3344	3177	130	37	36	10	67	Other	Other	Illumina
015145835	117548	28344418	3344	2993	322	29	33	12	58	Other	Other	Illumina
015145855	113133	48507166	3346	3299	13	34	32	12	64	Other	Other	Illumina
015145875	172368	30255944	3360	3284	39	37	24	6	66	Other	Other	Illumina
015145915	155314	34235992	3353	3239	80	34	30	6	70	Other	Other	Illumina
015145935	69720	3787535	3301	3225	43	33	73	13	65	Other	Other	Illumina
015146015	113453	29384086	3356	3103	218	35	27	7	74	Other	Other	Illumina
015146155	102286	27576689	3342	3293	15	34	40	8	63	Other	Other	Illumina
015146195	157695	22188534	3350	3283	30	37	30	9	57	Other	Other	Illumina
015146235	165648	32219056	3358	3268	56	34	23	9	54	Other	Other	Illumina
015146255	160524	28842458	3357	3177	147	33	26	6	64	Other	Other	Illumina
015146275	164813	36265675	3360	3270	54	36	23	7	55	Other	Other	Illumina
015146295	155620	31229057	3358	3293	29	36	23	9	61	Other	Other	Illumina
015146315	159090	31156039	3352	3251	71	30	36	2	59	Other	Other	Illumina
015146335	109828	39364341	3346	3290	19	37	30	14	60	Other	Other	Illumina
015146355	162418	28937401	3358	3257	68	33	26	5	62	Other	Other	Illumina
015146375	164778	31262321	3353	3145	176	32	29	7	60	Other	Other	Illumina
015146395	169148	39519062	3360	3261	66	33	23	7	56	Other	Other	Illumina
015146415	118467	26570881	3344	3010	307	27	34	11	61	Other	Other	Illumina
015146425	113842	27874571	3353	3173	147	33	29	7	59	Other	Other	Illumina
015146535	164469	33210645	3360	3273	53	34	21	9	63	Other	Other	Illumina
015146765	152553	33914930	3346	3294	15	37	34	10	66	Other	Other	Illumina
015146785	154674	29428029	3351	3306	11	34	30	7	58	Other	Other	Illumina
015146805	102052	29757995	3346	3303	8	35	34	10	73	Other	Other	Illumina
015146845	100901	28884987	3347	3301	11	35	34	9	58	Other	Other	Illumina
015146865	177041	25809758	3354	3309	10	35	28	7	61	Other	Other	Illumina
015146885	162287	37279690	3345	3287	27	31	31	13	72	Other	Other	Illumina
015146905	175904	18877426	3343	3283	26	34	37	9	61	Other	Other	Illumina
015146925	178606	22004305	3354	3302	14	38	31	4	67	Other	Other	Illumina
015146945	175370	26111160	3369	3316	18	35	18	3	57	Other	Other	Illumina
015146965	154185	33222358	3348	3301	10	37	34	7	53	Other	Other	Illumina
015146985	175886	26141764	3361	3313	14	34	22	6	58	Other	Other	Illumina
015147005	150763	33690870	3356	3308	12	36	24	8	77	Other	Other	Illumina
015147025	157345	38239557	3342	3293	15	34	38	9	71	Other	Other	Illumina
015147045	153429	46456364	3345	3294	17	34	33	11	64	Other	Other	Illumina
015147105	146680	34610610	3346	3290	17	39	36	7	75	Other	Other	Illumina
015147135	159848	40612238	3357	3307	16	34	26	7	67	Other	Other	Illumina
015147445	152354	38610402	3354	3311	8	35	28	6	57	Other	Other	Illumina
015147465	156529	38463331	3349	3298	14	37	32	9	62	Other	Other	Illumina
015147485	143825	31282009	3343	3299	8	36	34	12	60	Other	Other	Illumina
015147505	162418	33337002	3353	3308	10	35	28	7	64	Other	Other	Illumina
015147525	156178	34536369	3352	3300	18	34	33	4	56	Other	Other	Illumina
015147545	150993	30130853	3355	3309	13	33	25	9	60	Other	Other	Illumina
015147565	163240	37568238	3358	3311	11	36	23	9	56	Other	Other	Illumina
015147585	162685	37317986	3359	3311	11	37	18	11	59	Other	Other	Illumina
015147605	146577	26294953	3352	3305	12	35	27	11	62	Other	Other	Illumina
015147625	152256	34627648	3358	3312	12	34	24	8	57	Other	Other	Illumina
015147645	153571	39701805	3359	3316	10	33	24	7	53	Other	Other	Illumina
015147705	171463	30560863	3352	3295	23	34	29	8	63	Other	Other	Illumina
015147995	19047	31096	2108	2086	11	11	1009	249	142	Other	Other	Illumina
015148075	170524	33103413	3355	3261	58	36	27	8	57	Other	Other	Illumina
015148115	167941	30171761	3361	3304	23	34	19	10	57	Other	Other	Illumina
015148135	168948	28207856	3355	3294	27	34	27	8	64	Other	Other	Illumina
015148155	172091	38088042	3355	3257	64	34	24	9	53	Other	Other	Illumina
015148185	173933	39176050	3363	3263	64	36	16	8	59	Other	Other	Illumina
015148205	170355	29439434	3359	3286	38	35	26	5	56	Other	Other	Illumina
015148225	164406	40543912	3364	3315	11	38	21	4	52	Other	Other	Illumina
015148245	163051	38165243	3357	3315	9	33	26	7	65	Other	Other	Illumina
015148265	170327	37712348	3346	3281	31	34	32	12	57	Other	Other	Illumina
015148305	162986	36412923	3348	3299	13	36	36	6	58	Other	Other	Illumina
015148325	165346	38331972	3358	3247	74	37	26	6	57	Other	Other	Illumina
015148335	164936	31260518	3364	3272	59	33	21	5	64	Other	Other	Illumina
015149005	167927	31202278	3362	3264	63	35	22	6	64	Other	Other	Illumina
015149035	166925	34242350	3359	3276	49	34	25	6	62	Other	Other	Illumina
015149075	171494	36610803	3353	3234	87	32	28	7	54	Other	Other	Illumina
015149095	172245	33221647	3351	3294	22	35	29	8	58	Other	Other	Illumina
015149115	171883	36311956	3353	3275	44	34	29	8	61	Other	Other	Illumina
015149135	173869	32311508	3358	3296	26	36	26	5	60	Other	Other	Illumina
015149155	170049	31946621	3344	3294	18	32	36	9	58	Other	Other	Illumina
015149175	170761	37288908	3365	3275	52	38	20	4	59	Other	Other	Illumina
015149195	171901	38213724	3357	3281	39	37	25	8	56	Other	Other	Illumina
015149215	166679	30096108	3347	3277	36	34	25	17	59	Other	Other	Illumina
015149255	165426	27956821	3356	3295	24	37	22	11	63	Other	Other	Illumina
015149295	172234	37947238	3354	3262	59	33	27	9	61	Other	Other	Illumina
015149545	182523	31840375	3359	3313	12	34	21	7	57	Other	Other	Illumina
015149685	177148	44963663	3367	3323	9	35	17	5	52	Other	Other	Illumina
015149705	178609	28644368	3343	3285	21	37	38	8	68	Other	Other	Illumina
015149725	179414	33062742	3362	3314	12	36	20	6	61	Other	Other	Illumina
015149745	183759	33112959	3358	3311	13	34	24	7	69	Other	Other	Illumina
015149765	175521	37917574	3353	3296	21	36	25	8	66	Other	Other	Illumina
015149785	181563	31256393	3358	3308	14	36	22	9	54	Other	Other	Illumina
015149805	182708	33320648	3356	3314	7	35	26	8	62	Other	Other	Illumina
015149825	181543	39500940	3365	3313	16	36	23	2	57	Other	Other	Illumina
015149845	179869	32605874	3352	3309	11	32	28	10	63	Other	Other	Illumina
015149875	173586	31260391	3351	3307	9	35	31	8	62	Other	Other	Illumina
015149895	173818	39504936	3353	3304	14	35	29	8	58	Other	Other	Illumina
015149915	175856	33014366	3358	3301	24	33	26	5	60	Other	Other	Illumina
015149935	168325	29635910	3354	3311	8	35	24	11	60	Other	Other	Illumina
015149955	174888	39541615	3352	3298	20	34	32	4	59	Other	Other	Illumina
015149975	174459	39748483	3362	3322	7	33	22	5	57	Other	Other	Illumina
015149995	156116	31286975	3356	3306	14	36	26	8	59	Other	Other	Illumina
015150015	178782	39514261	3361	3318	9	34	23	6	56	Other	Other	Illumina
015150035	177924	32662337	3358	3310	11	37	24	6	55	Other	Other	Illumina
015150055	153419	33469301	3353	3306	12	35	31	5	69	Other	Other	Illumina
015150075	175206	44629954	3354	3308	12	34	29	7	64	Other	Other	Illumina
015150095	161871	34553773	3354	3300	15	39	29	6	63	Other	Other	Illumina
015150115	171127	38636919	3362	3318	7	37	20	7	63	Other	Other	Illumina
015150135	165950	36345747	3357	3311	10	36	25	8	57	Other	Other	Illumina
015150155	161009	33102841	3353	3304	14	35	32	5	65	Other	Other	Illumina
